Bug编号,所属产品,所属模块,所属项目,相关需求,相关任务,Bug标题,关键词,严重程度,优先级,Bug类型,用例关联,所属环境,重现步骤,Bug状态,截止日期,激活次数,是否确认,抄送给,由谁创建,创建日期,影响版本,指派给,指派日期,解决者,解决方案,解决版本,解决日期,由谁关闭,关闭日期,重复ID,相关Bug,相关用例,最后修改者,修改日期,附件
6793,公共-猪只变动,/猪只调出单,养殖项目2.0,,,【猪只调出单】1、可生成多张猪只调入单  ,,严重,3,,,,"<img src=““{10866.png}““ alt=““““ />
<img src=““{10868.png}““ alt=““““ />
<img src=““{10869.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,魏倩,2021/10/26,主干,Closed,2021/11/4,姚锐东（金蝶）,已解决,主干,2021/10/27,魏倩,2021/11/4,0,,,魏倩,2021/11/4,
6792,繁殖-猪只档案,/系谱信息,养殖项目2.0,,,后裔个体生成后，对应的系谱档案没有生成,,一般,3,逻辑关系与数据处理,,,"[步骤]
[结果]
[期望]
",已关闭,0000-00-00,0,是,,杜林霏,2021/10/26,主干,Closed,2021/10/27,罗朝智（金蝶）,设计如此,主干,2021/10/26,杜林霏,2021/10/27,0,,,杜林霏,2021/10/27,
6791,繁殖-猪只档案,/后裔档案,养殖项目2.0,,,【后裔档案】后裔档案--系谱信息没有显示,,一般,3,页面表现与数据输入校验,,,"[步骤]


[结果]<img src=““{10865.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,,杜林霏,2021/10/26,主干,Closed,2021/10/29,杜林霏,非问题,主干,2021/10/29,杜林霏,2021/10/29,0,,,杜林霏,2021/10/29,
6787,繁殖-猪只档案,/后裔档案,养殖项目2.0,,,【后裔个体档案】后裔个体档案 出生重量，保留2位小数即可,,一般,3,页面表现与数据输入校验,,,"[步骤]


[结果]<img src=““{10859.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,,杜林霏,2021/10/26,主干,Closed,2021/10/29,章征明(外包),已解决,主干,2021/10/26,杜林霏,2021/10/29,0,,,杜林霏,2021/10/29,
6783,育肥-养户管理,/意向养户,养殖项目2.0,,,意向养户发起合同签署没有收到短信,,一般,3,,,,"

<img src=““{10852.png}““ alt=““““ />
",已关闭,0000-00-00,0,是,,罗洪浪,2021/10/26,主干,Closed,2021/10/30,李军（金蝶）,外部原因,主干,2021/10/27,罗洪浪,2021/10/30,0,,,罗洪浪,2021/10/30,
6782,繁殖-猪只档案,/配种批次,养殖项目2.0,,,【配种批次】配种批次总头数取数逻辑问题,,一般,3,页面表现与数据输入校验,,,"[步骤]


[结果]<img src=““{10851.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,林海结（金蝶）,杜林霏,2021/10/26,主干,Closed,2021/11/10,罗朝智（金蝶）,外部原因,主干,2021/10/26,叶杨（金蝶）,2021/11/10,0,,,叶杨（金蝶）,2021/11/10,
6781,繁殖-育种管理,/种猪选留,养殖项目2.0,,,种猪选留控制不允许选择出生选留,,一般,3,页面表现与数据输入校验,用例内,生产环境,"[步骤]


<img src=““{10850.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,1,是,,赖冈辉,2021/10/26,主干,Closed,2021/10/28,王厚乾（金蝶）,已解决,主干,2021/10/28,刘强（金蝶）,2021/10/28,0,,,刘强（金蝶）,2021/10/28,
6780,繁殖-猪只档案,/批次档案,养殖项目2.0,,,猪只档案-批次档案点击进入报错,,严重,3,页面表现与数据输入校验,用例内,生产环境,"[步骤]


<img src=““{10849.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,1,是,,赖冈辉,2021/10/26,主干,Closed,2021/11/13,毛家伟（金蝶）,已解决,主干,2021/11/9,赖冈辉,2021/11/13,0,,,赖冈辉,2021/11/13,
6779,繁殖-育种管理,/种猪选留,养殖项目2.0,,,转出批次选择控制不允许选择已结束批次,,一般,3,页面表现与数据输入校验,用例内,生产环境,"[步骤]


<img src=““{10848.png}““ alt=““““ />
[期望]

",已关闭,0000-00-00,2,是,,赖冈辉,2021/10/26,主干,Closed,2021/11/13,万礼红（信道）,已解决,主干,2021/11/5,赖冈辉,2021/11/13,0,,,赖冈辉,2021/11/13,
6778,采购-供应商管理,/种猪供应商—外部种源场月度评级,养殖项目2.0,,,在采购云-供应商管理-外部种源场月度评级，需要把【修改】，【反审核】以及【删除】按钮去掉。列表和单据内都要去掉。,,一般,3,页面控件与业务功能实现,需求外,,<img src=““{10847.png}““ alt=““““ />,已关闭,0000-00-00,0,是,,刘强（金蝶）,2021/10/26,主干,Closed,2021/11/2,邓文杰,已解决,主干,2021/10/28,刘强（金蝶）,2021/11/2,0,,,刘强（金蝶）,2021/11/2,
6777,繁殖-育种管理,/分娩畸形登记,养殖项目2.0,,,在繁殖云，育种管理-分娩畸形登记，新增页面，输入国标码之后报错。（因为输入国标码之后会自动带出耳牌号，应该是这个带出逻辑报错了）,,严重,3,页面表现与数据输入校验,用例内,生产环境,"[步骤]


<img src=““{10846.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,,赖冈辉,2021/10/26,主干,Closed,2021/11/1,叶杨（金蝶）,已解决,主干,2021/10/29,刘强（金蝶）,2021/11/1,0,,,刘强（金蝶）,2021/11/1,
6776,公共-基础资料,/服务部档案,养殖项目2.0,,,【服务部档案】报错如图,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]


[结果]
<img src=““{10845.png}““ alt=““““ />

[期望]

",已关闭,0000-00-00,0,是,,杨承樑,2021/10/26,主干,Closed,2021/10/26,郑杰龙（金蝶）,已解决,主干,2021/10/26,杨承樑,2021/10/26,0,,,杨承樑,2021/10/26,
6773,繁殖-育种管理,/出生窝选计划,养殖项目2.0,,,字段锁定属性与需规不一致,,一般,3,页面表现与数据输入校验,用例内,生产环境,"[步骤]


<img src=““{10842.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,1,是,,赖冈辉,2021/10/26,主干,Closed,2021/11/2,叶杨（金蝶）,已解决,主干,2021/10/29,赖冈辉,2021/11/2,0,,,赖冈辉,2021/11/2,
6770,公共-猪只变动,/猪只调出单,养殖项目2.0,,,【猪只调出单】几乎所有必填字段在提交时没有必填校验,,严重,3,,,,"<img src=““{10836.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,魏倩,2021/10/26,主干,Closed,2021/11/4,姚锐东（金蝶）,已解决,主干,2021/10/27,魏倩,2021/11/4,0,,,魏倩,2021/11/4,
6769,公共-基础资料,/服务部档案,养殖项目2.0,,,【服务部档案】从详情页面退出，提示信息不对,,一般,3,页面控件与业务功能实现,用例外,,"[步骤]


[结果]
<img src=““{10835.png}““ alt=““““ />

[期望]

",已关闭,0000-00-00,0,是,,杨承樑,2021/10/26,主干,Closed,2021/10/26,郑杰龙（金蝶）,已解决,主干,2021/10/26,杨承樑,2021/10/26,0,,,杨承樑,2021/10/26,
6768,繁殖-经产管理,/配种记录,养殖项目2.0,,,【配种记录】与配公猪选择不到外购精液的数据（已做过配种前检测和精液领用单）,,严重,2,页面控件与业务功能实现,,,"[步骤]


[结果]<img src=““{10834.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,谢金明(金蝶),杜林霏,2021/10/26,主干,Closed,2021/10/29,叶杨（金蝶）,已解决,主干,2021/10/27,杜林霏,2021/10/29,0,,,杜林霏,2021/10/29,
6766,繁殖-引种管理,/引种记录,养殖项目2.0,,,引种记录审核报错,,一般,3,页面控件与业务功能实现,,其他环境,"[步骤]
<img src=““{10827.png}““ alt=““““ />

[结果]


[期望]

",已关闭,0000-00-00,0,是,,尹清渝（金蝶）,2021/10/26,主干,Closed,2021/10/28,罗朝智（金蝶）,已解决,主干,2021/10/26,尹清渝（金蝶）,2021/10/28,0,,,尹清渝（金蝶）,2021/10/28,
6762,繁殖-经产管理,/断奶记录,养殖项目2.0,,,【断奶记录】下推生成的转群单，转群单对应的转出栋舍没有带出来,,一般,3,页面表现与数据输入校验,,,"[步骤]


[结果]
<img src=““{10821.png}““ alt=““““ />
<img src=““{10822.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,,杜林霏,2021/10/26,主干,Closed,2021/10/27,章征明(外包),已解决,主干,2021/10/26,杜林霏,2021/10/27,0,,,杜林霏,2021/10/27,
6760,公共-猪场档案,/猪场档案,养殖项目2.0,,,猪场档案-详情页面，已审核单据中的审核人和审核时间显示为空,,一般,3,页面表现与数据输入校验,用例外,其他环境,"<img src=““{10820.png}““ alt=““““ />

",已关闭,0000-00-00,1,是,,邹宇,2021/10/26,主干,Closed,2021/11/12,万礼红（信道）,已解决,主干,2021/10/30,邹宇,2021/11/12,0,,,邹宇,2021/11/12,
6759,繁殖-经产管理,/配种记录,养殖项目2.0,,,【配种记录】配后备类型  审核后，未生成后备转生产的转群单,,严重,2,页面表现与数据输入校验,,,"[步骤]


[结果]<img src=““{10819.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,,杜林霏,2021/10/26,主干,Closed,2021/10/30,章征明(外包),已解决,主干,2021/10/28,杜林霏,2021/10/30,0,,,杜林霏,2021/10/30,
6758,公共-组织管理,/组织架构,养殖项目2.0,,,组织架构管理-详情页面，已审核的单据在“人员信息”分录中还是可以修改人员,,一般,3,页面表现与数据输入校验,用例外,其他环境,"<img src=““{10818.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,邹宇,2021/10/26,主干,Closed,2021/10/26,姚锐东（金蝶）,不予解决,主干,2021/10/26,邹宇,2021/10/26,0,,,邹宇,2021/10/26,
6757,繁殖-经产管理,/配种记录,养殖项目2.0,,,【配种记录】后备配种时候，后备母重量没有做必填校验,,一般,3,页面表现与数据输入校验,,,"[步骤]


[结果]
<img src=““{10816.png}““ alt=““““ />

[期望]

",已关闭,0000-00-00,0,是,林海结（金蝶）,杜林霏,2021/10/26,主干,Closed,2021/10/29,罗朝智（金蝶）,已解决,主干,2021/10/27,杜林霏,2021/10/29,0,,,杜林霏,2021/10/29,
6755,繁殖-猪只档案,/批次档案,养殖项目2.0,,,【批次档案】更新保存状态的批次档案，更新数据后 保存 提示编码重复,,一般,3,页面表现与数据输入校验,,,"[步骤]


[结果]
<img src=““{10809.png}““ alt=““““ />


<img src=““{10810.png}““ alt=““““ />
[期望]

",已关闭,0000-00-00,0,是,,杜林霏,2021/10/26,主干,Closed,2021/10/29,万礼红（信道）,已解决,主干,2021/10/26,杜林霏,2021/10/29,0,,,杜林霏,2021/10/29,
6754,繁殖-猪只档案,/批次档案,养殖项目2.0,,,【批次档案】新增批次档案，选择栋舍，点击栋舍列表 报错  ,,一般,3,页面表现与数据输入校验,,,"[步骤]


[结果]<img src=““{10808.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,杜林霏,杜林霏,2021/10/26,主干,Closed,2021/10/29,许涛泳（金蝶）,无法重现,主干,2021/10/27,杜林霏,2021/10/29,0,,,杜林霏,2021/10/29,
6753,公共-电子耳标管理,/育肥-电子耳标状态变更,养殖项目2.0,,,变更为“未使用”状态的电子耳标号，批次档案和养户字段应该为空,,一般,3,逻辑关系与数据处理,用例内,生产环境,"[步骤]
变更为“未使用”状态的电子耳标号，批次档案和养户字段仍保留了原养户批次数据

[结果]
<img src=““{10806.png}““ alt=““““ />
<img src=““{10807.png}““ alt=““““ />
[期望]
变更为“未使用”状态的电子耳标号，批次档案和养户字段应该为空
",已关闭,0000-00-00,0,是,,晁睿,2021/10/26,主干,Closed,2021/10/27,姚锐东（金蝶）,已解决,主干,2021/10/26,晁睿,2021/10/27,0,,,晁睿,2021/10/27,
6752,公共-检测管理,/采样送检标准,养殖项目2.0,,,【采样送检标准】编辑截图这条的检测项目，点图示框报错，报错信息见截图,,一般,3,,,,<img src=““{10805.png}““ alt=““““ />,已关闭,0000-00-00,0,是,晏选峰,晏选峰,2021/10/26,主干,Closed,2021/11/18,晏选峰,已解决,主干,2021/11/18,晏选峰,2021/11/18,0,,,晏选峰,2021/11/18,
6751,繁殖-经产管理,/个体信息调整,养殖项目2.0,,,日龄调整后20210901出生的日龄变成109,,致命,3,,,,"<img src=““{10803.png}““ alt=““““ />



",已关闭,0000-00-00,1,是,,余宾,2021/10/25,主干,Closed,2021/10/29,谈荣涛,重复Bug,主干,2021/10/29,余宾,2021/10/29,【查情公猪登记】勾选查情转生产，自动生成的转群单列表界面转入猪只类型为空，进入此单据基本信息才会显示(7501),,,余宾,2021/10/29,
6750,公共-猪只变动,/猪只转群单,养殖项目2.0,,,同类型转群（种猪），生产公猪类型的转群单反审核后，种猪档案的栋舍字段没有还原,,一般,3,页面控件与业务功能实现,用例外,,"[步骤]
同类型转群（种猪），生产公猪类型，审核
<img src=““{10796.png}““ alt=““““ />
发现种猪档案的栋舍字段回写了
<img src=““{10797.png}““ alt=““““ />
但当转群单反审核后，
<img src=““{10798.png}““ alt=““““ />
种猪档案的栋舍字段，没有还原
<img src=““{10799.png}““ alt=““““ />
[期望]





",已关闭,0000-00-00,0,是,,谢金明(金蝶),2021/10/25,主干,Closed,2021/11/4,姚锐东（金蝶）,已解决,主干,2021/10/26,谢金明(金蝶),2021/11/4,0,,,谢金明(金蝶),2021/11/4,
6749,公共-猪只变动,/猪只转群单,养殖项目2.0,,,同类型转群（种猪），后备母猪和后备公猪类型的转群单审核后，没有回写栏位号到种猪档案,,一般,3,页面控件与业务功能实现,用例外,,"[步骤]
同类型转群（种猪），后备母猪类型
<img src=““{10792.png}““ alt=““““ />
发现种猪档案 ，栋舍变了，但栏位号没变
<img src=““{10793.png}““ alt=““““ />




[期望]





",已关闭,0000-00-00,1,是,,谢金明(金蝶),2021/10/25,主干,Closed,2021/11/11,姚锐东（金蝶）,已解决,主干,2021/11/4,谢金明(金蝶),2021/11/11,0,,,谢金明(金蝶),2021/11/11,
6747,公共-猪只变动,/猪只转群单,养殖项目2.0,,,育肥转后备类别，选择了转入批次的转群单审核后，发现猪没有加入到转入批次的猪只列表,,一般,3,页面控件与业务功能实现,用例外,,"[步骤]
育肥转后备类别，转群单审核
<img src=““{10789.png}““ alt=““““ />
查看批次档案，存栏数加了，但猪只列表没有加入该猪
<img src=““{10790.png}““ alt=““““ />


[期望]





",已关闭,0000-00-00,0,是,,谢金明(金蝶),2021/10/25,主干,Closed,2021/11/3,姚锐东（金蝶）,已解决,主干,2021/10/26,谢金明(金蝶),2021/11/3,0,,,谢金明(金蝶),2021/11/3,
6746,公共-猪只变动,/猪只转群单,养殖项目2.0,,,转群单， 母猪上产房类型时，并填写了转入配种批次审核后，发现转出配种批次，该猪的在场状态还是“在群”,,一般,3,页面控件与业务功能实现,用例外,,"[步骤]
母猪上产房类型时，并填写了转入配种批次审核后
<img src=““{10786.png}““ alt=““““ />
当填写了转入配种批次后，就需要去处理转出配种批次的存栏数，以及存栏状态
发现转出配种批次，存栏是扣减了
<img src=““{10787.png}““ alt=““““ />
但存栏列表分录，该猪的在场状态还是“在群”，没有变成“已转出”
<img src=““{10788.png}““ alt=““““ />
[期望]





",已关闭,0000-00-00,0,是,,谢金明(金蝶),2021/10/25,主干,Closed,2021/11/4,姚锐东（金蝶）,已解决,主干,2021/10/26,谢金明(金蝶),2021/11/4,0,,,谢金明(金蝶),2021/11/4,
6745,公共-猪只变动,/猪只转群单,养殖项目2.0,,,转群单， 母猪上产房类型时，反审核后，种猪档案的数据没有回撤,,一般,3,页面控件与业务功能实现,用例外,,"[步骤]
母猪上产房审核后
<img src=““{10781.png}““ alt=““““ />
种猪的这几个字段的，所在分场，分场库存组织，所在栋舍，所在栏位都回写了
<img src=““{10782.png}““ alt=““““ />
但当转群单，反审核后
<img src=““{10783.png}““ alt=““““ />
发现种猪档案，所在分场，分场库存组织，所在栋舍没有回撤回去
<img src=““{10784.png}““ alt=““““ />
[期望]





",已关闭,0000-00-00,0,是,,谢金明(金蝶),2021/10/25,主干,Closed,2021/11/4,姚锐东（金蝶）,已解决,主干,2021/10/26,谢金明(金蝶),2021/11/4,0,,,谢金明(金蝶),2021/11/4,
6744,公共-猪只变动,/猪只转群单,养殖项目2.0,,,猪只转群单，母猪上产房，选择耳牌号，发现只带出了转出配种批次，耳牌号没有带出,,一般,3,页面控件与业务功能实现,用例外,,"[步骤]
<img src=““{10778.png}““ alt=““““ />
选择一头猪
<img src=““{10779.png}““ alt=““““ />
发现只带出了该猪的配种批次，耳牌号没有带出
<img src=““{10780.png}““ alt=““““ />
[期望]









",已关闭,0000-00-00,0,是,,谢金明(金蝶),2021/10/25,主干,Closed,2021/10/30,姚锐东（金蝶）,已解决,主干,2021/10/26,谢金明(金蝶),2021/10/30,0,,,谢金明(金蝶),2021/10/30,
6743,公共-猪只变动,/猪只转群单,养殖项目2.0,,,猪只转群单，母猪上产房，选择转出配种批次会报错,,一般,3,页面控件与业务功能实现,用例外,,"[步骤]
<img src=““{10776.png}““ alt=““““ />
<img src=““{10777.png}““ alt=““““ />


[期望]









",已关闭,0000-00-00,0,是,,谢金明(金蝶),2021/10/25,主干,Closed,2021/10/30,姚锐东（金蝶）,已解决,主干,2021/10/26,谢金明(金蝶),2021/10/30,0,,,谢金明(金蝶),2021/10/30,
6742,公共-猪只变动,/猪只转群单,养殖项目2.0,,,猪只转群单，选择转入批次会报错,,一般,3,页面控件与业务功能实现,用例外,,"[步骤]
<img src=““{10775.png}““ alt=““““ />


<img src=““{10774.png}““ alt=““““ />
[期望]









",已关闭,0000-00-00,0,是,,谢金明(金蝶),2021/10/25,主干,Closed,2021/10/26,姚锐东（金蝶）,已解决,主干,2021/10/26,谢金明(金蝶),2021/10/26,0,,,谢金明(金蝶),2021/10/26,
6741,育肥-投苗管理,/,养殖项目2.0,,,防非设施新增报错，投苗申请填写投苗数量报错,,一般,3,页面表现与数据输入校验,用例外,其他环境,"

<img src=““{10769.png}““ alt=““““ /><img src=““{10771.png}““ alt=““““ />
",已关闭,0000-00-00,0,是,,戴齐珍(金蝶),2021/10/25,主干,Closed,2021/10/27,李军（金蝶）,外部原因,主干,2021/10/27,戴齐珍(金蝶),2021/10/27,0,,,戴齐珍(金蝶),2021/10/27,
6735,销售-客户管理,/客户拜访记录,养殖项目2.0,,,【客户拜访记录】保存时 ，有提示信息，到提交时却可以提交成功,,一般,3,页面控件与业务功能实现,用例外,,"[步骤]


[结果]
<img src=““{10764.png}““ alt=““““ />

[期望]
<img src=““{10765.png}““ alt=““““ />
",已关闭,0000-00-00,0,是,,杨承樑,2021/10/25,主干,Closed,2021/10/26,聂志朋,已解决,主干,2021/10/26,杨承樑,2021/10/26,0,,,杨承樑,2021/10/26,
6734,繁殖-死淘管理,/鉴定小组标准,养殖项目2.0,,,在繁殖云-死淘管理-鉴定小组标准，鉴定小组标准单据内的岗位信息分录里面，选择“岗位名称”的时候弹出这个红色的提示。,,一般,3,页面控件与业务功能实现,用例外,,<img src=““{10763.png}““ alt=““““ />,已关闭,0000-00-00,0,是,,刘强（金蝶）,2021/10/25,主干,Closed,2021/10/25,刘强（金蝶）,非问题,主干,2021/10/25,刘强（金蝶）,2021/10/25,0,,,刘强（金蝶）,2021/10/25,
6733,繁殖-死淘管理,/鉴定小组标准,养殖项目2.0,,,在繁殖云-死淘管理-鉴定小组标准，列表展示的数据是最新的数据展示在下面，建议优化一下，最新的数据展示在最上面比较合适。,,一般,3,页面表现与数据输入校验,用例外,,<img src=““{10762.png}““ alt=““““ />,已关闭,0000-00-00,0,是,,刘强（金蝶）,2021/10/25,主干,Closed,2021/10/27,章征明(外包),已解决,主干,2021/10/26,刘强（金蝶）,2021/10/27,0,,,刘强（金蝶）,2021/10/27,
6732,繁殖-经产管理,/查清公猪登记,养殖项目2.0,,,【查情公猪登记】未勾选转生产，单据审核后却已经生成一张审核的转群单,,严重,3,,,,"<img src=““{10758.png}““ alt=““““ /><img src=““{10759.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,魏倩,2021/10/25,主干,Closed,2021/10/30,叶杨（金蝶）,已解决,主干,2021/10/27,魏倩,2021/10/30,0,,,魏倩,2021/10/30,
6729,繁殖-死淘管理,/淘汰调整单,养殖项目2.0,,,在繁殖云-死淘管理-淘汰调整单，列表展示的字段存在问题。,,一般,3,页面表现与数据输入校验,用例外,,"1、“标准类淘汰”应该是“标准内淘汰”（需规文档要求的是标准内淘汰，而且这个字段名称问题单据内也存在）
2、缺失了“饲养员”字段
3、多展示了一个“电子耳标”字段",已关闭,0000-00-00,1,是,罗朝智（金蝶）,刘强（金蝶）,2021/10/25,主干,Closed,2021/10/29,罗朝智（金蝶）,已解决,主干,2021/10/28,刘强（金蝶）,2021/10/29,0,,,刘强（金蝶）,2021/10/29,
6728,繁殖-死淘管理,/淘汰调整单,养殖项目2.0,,,在繁殖云-死淘管理-淘汰调整单，在新增页面中【拉式生成】按钮拉取的淘汰申请单，没有对数据状态和组织权限进行过滤。,,一般,3,页面表现与数据输入校验,需求外,,<img src=““{10753.png}““ alt=““““ />,已关闭,0000-00-00,0,是,,刘强（金蝶）,2021/10/25,主干,Closed,2021/10/27,章征明(外包),已解决,主干,2021/10/26,刘强（金蝶）,2021/10/27,0,,,刘强（金蝶）,2021/10/27,
6727,销售-基础资料,/车辆变更原因,养殖项目2.0,,,〖车辆变更原因〗新增时，审核人应不可编辑,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]


[结果]
<img src=““{10751.png}““ alt=““““ />

[期望]

",已关闭,0000-00-00,0,是,,杨承樑,2021/10/25,主干,Closed,2021/11/1,包权（金蝶）,重复Bug,主干,2021/10/25,杨承樑,2021/11/1,〖车辆变更原因〗审核人应不可编辑(6438),,,杨承樑,2021/11/1,
6725,繁殖-死淘管理,/淘汰调整单,养殖项目2.0,,,在繁殖云-死淘管理-淘汰调整单，在新增页面的字段存在以下问题。,,一般,3,页面表现与数据输入校验,需求外,,"1、“猪场名称”字段默认需要置空。只能关联淘汰申请单之后带出。
2、“分场名称”字段需要锁定，只能关联淘汰申请单之后带出。",已关闭,0000-00-00,1,是,刘强（金蝶）,刘强（金蝶）,2021/10/25,主干,Closed,2021/10/27,刘强（金蝶）,非问题,主干,2021/10/27,刘强（金蝶）,2021/10/27,0,,,刘强（金蝶）,2021/10/27,
6724,繁殖-公猪管理,/采精检测记录,养殖项目2.0,,,【配种前检测】公猪耳牌选不到精液内调（金川调给枫田）的公猪耳号,,一般,2,逻辑关系与数据处理,,,"[步骤]


[结果]
<img src=““{10745.png}““ alt=““““ />
<img src=““{10743.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,,杜林霏,2021/10/25,主干,Closed,2021/10/28,叶杨（金蝶）,已解决,主干,2021/10/27,杜林霏,2021/10/28,0,,,杜林霏,2021/10/28,
6723,公共-检测管理,/水质检测结果,养殖项目2.0,,,水质检测结果-详情页面，结果明细中的“是否合格”字段在导入文档中没有该字段,,一般,3,页面表现与数据输入校验,用例外,其他环境,"<img src=““{10740.png}““ alt=““““ />
<img src=““{10741.png}““ alt=““““ />
<img src=““{10742.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,邹宇,2021/10/25,主干,Closed,2021/11/5,王厚乾（金蝶）,非问题,主干,2021/10/25,邹宇,2021/11/5,0,,,邹宇,2021/11/5,
6717,繁殖-公猪管理,/采精检测记录,养殖项目2.0,,,【采精检测记录】入场检测  公猪耳牌号参照逻辑有问题,,一般,3,页面表现与数据输入校验,,,"[步骤]


[结果]
<img src=““{10729.png}““ alt=““““ />
<img src=““{10728.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,,杜林霏,2021/10/25,主干,Closed,2021/10/28,叶杨（金蝶）,已解决,主干,2021/10/27,杜林霏,2021/10/28,0,,,杜林霏,2021/10/28,
6714,繁殖-公猪管理,/采精检测记录,养殖项目2.0,,,【采精检测记录】配种前检测不合格的份数 没有计入精液库存档案不合格份数里  --和废弃那个bug有点类似,,一般,3,页面控件与业务功能实现,,,"[步骤]
[结果]
[期望]
",已关闭,0000-00-00,1,是,,杜林霏,2021/10/25,主干,Closed,2021/10/27,杜林霏,已解决,主干,2021/10/27,杜林霏,2021/10/27,0,,,杜林霏,2021/10/27,
6712,繁殖-公猪管理,/采精检测记录,养殖项目2.0,,,【采精检测记录】配种前检测，勾选废弃审核后，废弃份数未进入精液库存档案,,一般,3,逻辑关系与数据处理,,,"[步骤]


[结果]
<img src=““{10721.png}““ alt=““““ />
<img src=““{10720.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,,杜林霏,2021/10/25,主干,Closed,2021/10/27,叶杨（金蝶）,非问题,主干,2021/10/26,杜林霏,2021/10/27,0,,,杜林霏,2021/10/27,
6711,育肥-养户管理,/意向养户,养殖项目2.0,,,【意向养户】列表页面显示缺少需规的 省市县，服务部字段,,一般,3,页面控件与业务功能实现,用例外,,"[步骤]


[结果]


[期望]
<img src=““{10713.png}““ alt=““““ />
",已关闭,0000-00-00,0,是,,杨承樑,2021/10/25,主干,Closed,2021/11/5,卢长伟(金蝶),已解决,主干,2021/10/26,杨承樑,2021/11/5,0,,,杨承樑,2021/11/5,
6710,繁殖-公猪管理,/采精检测记录,养殖项目2.0,,,【分娩记录】外购精液生成的精液库存档案，做过配种前检测和领用单，但配种记录-与配公猪选择不到,,一般,3,页面表现与数据输入校验,用例外,其他环境,"[步骤]
这个耳牌号是通过精液采购单外购的，然后做过配种前检测和领用单
<img src=““{10708.png}““ alt=““““ />
但配种记录-与配公猪，选择不到这头公猪
<img src=““{10712.png}““ alt=““““ />
[期望]

",已关闭,0000-00-00,0,是,杜林霏,谢金明(金蝶),2021/10/25,主干,Closed,2021/10/27,叶杨（金蝶）,已解决,主干,2021/10/27,谢金明(金蝶),2021/10/27,0,,,谢金明(金蝶),2021/10/27,
6709,繁殖-公猪管理,/采精检测记录,养殖项目2.0,,,【采精检测记录】配种前检测了，公猪耳牌好多选不到,,一般,3,页面控件与业务功能实现,,,"[步骤]


[结果]
<img src=““{10711.png}““ alt=““““ /><img src=““{10710.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,,杜林霏,2021/10/25,主干,Closed,2021/10/28,叶杨（金蝶）,已解决,主干,2021/10/27,杜林霏,2021/10/28,0,,,杜林霏,2021/10/28,
6707,育肥-养户管理,/意向养户,养殖项目2.0,,,【意向养户】1，常用查询条件与需规不一致。2，列表过滤与需规不一致，繁殖分场也能看到数据,,一般,3,页面表现与数据输入校验,用例内,,"[步骤]
<img src=““{10707.png}““ alt=““““ />

[结果]
<img src=““{10704.png}““ alt=““““ />

[期望]
<img src=““{10706.png}““ alt=““““ />
",已关闭,0000-00-00,0,是,,杨承樑,2021/10/25,主干,Closed,2021/11/5,卢长伟(金蝶),已解决,主干,2021/10/26,杨承樑,2021/11/5,0,,,杨承樑,2021/11/5,
6701,繁殖-公猪管理,/采精检测记录,养殖项目2.0,,,【采精检测记录】稀释检测，没有自动生成精液库存档案，,,严重,2,页面表现与数据输入校验,,,"[步骤]


[结果]
<img src=““{10692.png}““ alt=““““ />
<img src=““{10691.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,,杜林霏,2021/10/25,主干,Closed,2021/10/27,叶杨（金蝶）,已解决,主干,2021/10/26,杜林霏,2021/10/27,0,,,杜林霏,2021/10/27,
6700,繁殖-公猪管理,/采精检测记录,养殖项目2.0,,,【采精检测】稀释检测类型，是否合格没有自动计算，那条记录应该是合格,,一般,3,页面表现与数据输入校验,,,"[步骤]


[结果]<img src=““{10690.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,杜林霏,杜林霏,2021/10/25,主干,Closed,2021/10/25,杜林霏,设计如此,主干,2021/10/25,杜林霏,2021/10/25,0,,,杜林霏,2021/10/25,
